texto,label,predito
Nada a celebrar no Dia do Combate à Corrupção . . quarta-feira dezembro dia internacional combater corrupção brasil o datar perder o sentir o país virar página trás recuar ano hoje segmentar social motivar celebrar o efeméride o larápio presidente supremo tribunal federal luiz fux enumerar artigo publicar globo avançar obter ano citar o lei 12.850 dispor investigação e produção provar o possibilidade realização colaboração premiar utilizar sucesso lavar jato fux enxergar o mundo retrovisor correr vacinar o covid-19 ficar rico o sujeitar inventar remédio matar o saudade brasileiro o delação premiar importância o instituto colaboração judicial perder o serventia,1,0.0
"Centrão: aliado de ACM Neto, João Roma é nomeado ministro da Cidadania . . o presidente jair bolsonaro nomear o deputar joão roma republicanos-ba ministrar cidadania confirmar o entregar pastar parlamentar centrão bolsonaro oficializar o retornar ministrar onyx lorenzoni dem-rs — titular cidadania — o secretaria-geral presidência roma amigar ex-prefeito salvador acm neto dem e trabalhar gabinete comandar o cidade ... ler íntegro folhar",1,0.0
"Receita de 'medicina natural' não combate a covid-19 . . publicação circular rede social junho enganir o o aconselhar receitar medicinar natural combater sintoma covid-19 o texto ressaltar o vírus passar fase atacar ocorrer o riscar morte texto haver recomendação medicamento natural seriar eficiente combater o vírus dia contaminação"".o texto assinar e o nome responsável receitar revelar o publicação o foto homem máscara profissional saudar o foto utilizar infectologista paraíba nordeste brasileiro o especialista algum o texto e o receitar provar científico curar responsável página procurar responder s tentativo contato",0,0.0
É que filha de Che Guevara comandou Mais Médicos . Mensagens com montagem de fotos circulam em redes sociais. Ela jamais foi coordenadora do programa.. circular rede social o informação aleida guevara filho che guevara “ coordenador ” “ diretora médico ” organização pan-americana saudar brasil aleida fato médico pediatro e declaração defender o programar enviar médico cubano o o brasil jamais coordenar o programar responsável país acordar o assessoria opar coordenador médico organização renato tascar carlos rosales interinamente e gabriel vivo atual,0,0.0
"Informativo de segurança CHEIRO DA MORTE ATENÇÃO!!! Caso você seja abordado nos estacionamentos (Extra, Assai, Makro, Walmart, Carrefour, Atacadão, Rodoviária, Terminal, Pontos de Ônibus, Americanas, Shoppings) por uma pessoa oferecendo perfume em papel para cheirar, *NÃO CHEIRE*! Trata-se de um um NOVO golpe e uma NOVA forma de roubo!!! Esse papel está com uma droga muito forte que te fará desmaiar; aí eles aproveitam para roubar, sequestrar, estuprar e até matar. São papéis iguais aos das perfumarias! *NÃO ACEITEM* Encaminhe essa mensagem para seus amigos e familiares e *SALVE UMA VIDA*! Fonte: texto adaptado de mensagem enviada pelo Departamento de Polícia Civil. 28/fev/2024",0,0.0
"Walter Souza Braga Netto e Jair Bolsonaro, respectivamente, candidatos a vice-presidente e a presidente da República pelo PL em 2022 — Foto: REUTERS/Adriano Machado O ex-presidente Jair Bolsonaro (PL) e outros 14 convocados a prestar depoimento à Polícia Federal recorreram ao direito constitucional de ficar em silêncio e não responderam a perguntas de investigadores sobre suposta tentativa de golpe de Estado (veja a lista aqui). Entre os depoentes que ficaram calados, estão o ex-ministro da Casa Civil e candidato a vice na chapa do PL em 2022, Walter Souza Braga Netto; o ex-ministro da Defesa Paulo Sérgio Nogueira de Oliveira, que também foi comandante do Exército; e o ex-comandante da Marinha, almirante Almir Garnier Santos. Também permaneceram em silêncio diante de perguntas sobre suposta tentativa de golpe o ex-ministro Augusto Heleno (Segurança Institucional); e os ex-assessores da Presidência Felipe Garcia Martins e Marcelo Costa Câmara. O advogado Amauri Feres Saad foi outro que optou por não responder a questões relacionadas ao tema. As informações de que esses depoentes permaneceram em silêncio estão em um conjunto de documentos do inquérito que apura uma suposta tentativa de golpe de Estado arquitetada durante o governo Jair Bolsonaro. Nesta sexta-feira (15), o ministro Alexandre de Moraes, do Supremo Tribunal Federal (STF), retirou o sigilo desses documentos. As falas dos depoentes eram mantidas em sigilo até esta sexta, mas trechos já haviam sido divulgados pela imprensa. Por exemplo, aqueles pontos em que o ex-comandante do Exército, Marco Antônio Freire Gomes, relatou reuniões em que Bolsonaro teria tratado da chamada ""minuta do golpe"". Para não responder a questionamentos, depoentes alegaram que não tinham tido acesso à íntegra dos processos. Marcelo Costa Câmara, por exemplo, disse que não estava acompanhado de advogado e não quis se manifestar no dia do depoimento. Os depoimentos foram colhidos após a operação ""Tempus Veritatis"" (hora da verdade, em tradução do latim) deflagrada em 8 de fevereiro. Veja a lista completa dos que silenciaram diante de perguntas sobre suposta ação golpista: Ailton Gonçalves Moraes BarrosAlmir Garnier Santos Amauri Feres SaadAngelo Martins DenicoliFelipe Garcia Martins PereiraHelio Ferreira LimaJair Messias BolsonaroJosé Eduardo de Oliveira e SilvaMarcelo Costa CâmaraMario FernandesPaulo Sérgio Nogueira de OliveiraRafael Martins de Oliveira Walter Souza Braga NettoRonald Ferreira de Araujo JuniorAugusto Heleno Ex-comandante do Exército diz à PF que Bolsonaro apresentou minuta de decreto golpista",1,1.0
irmão levar tirar o cabeça levantar e sair andar milagre. . o vídeo espalhar redar social o quinzena dezembro e mostrar homem gravemente ferir tirar pé comer nadar acontecer,0,0.0
“*Venezuela urgente* O dinheiro do Maduro acabou. Ele não tem mais como pagar o funcionalismo público e as forças armadas que davam sustentação ao seu governo URGENTE VENEZUELA O POVO INVADE O PALÁCIO ESTÃO TOMANDO O PODER VAMOS ORAR POR ELES! Começou ontem. Se vão conseguir…”.,0,0.0
"Laura Sita, jovem de 16 anos, está desaparecida em São Paulo . Boato – A família de Laura Sita, de 16 anos, procura pela jovem em São Paulo. Ela está desaparecida desde o dia 10 de fevereiro.. repassar pessoal laura filho sair casar região vila andrade segunda-feira 10/02/2020 voltar 15hs retornar e haver notícia d pedir pfv divulgar pertinente boletim ocorrência laura sito duarte tannus – ano filiação mirella cavalcante duarte e andré ribeiro tannus informação ligar telefones].divulguem menino chamar laura desaparecido sair casar pai bairro vila andrade região morumbi segunda-feira 10/02/2020 voltar 15hs retornar e haver notícia d boletim ocorrência laura sito duarte tannus – ano filiação mirella cavalcante duarte e andré ribeiro tannus informação ligar telefonar compartilhar",0,0.0
"Após reunião, toque de recolher em MG é suspenso até quarta-feira . . o tocar recolher e o proibição reunião familiar e social domicílio suspenso hoje minar acordar celebrar o tjmg tribunal justiçar minar gerar e o governar o decisão valer o quarta-feira reunião realizar comitê enfrentamento covid-19 criar executivo e avaliação o doença região medir prever atos normativo governar suspenso quarta-feira e o governador romeu zema e o secretário-geral mateus simão prometer convencer o comitê medir efetivamente revogar avançar o desembargador gilson leme vídeo publicar redar social medir haver impor governador romeu zema passar — região minar gerar entrar chamar fase roxo — conter o expansão covid-19",1,0.0
"O número de casamentos entre pessoas do mesmo sexo cresceu 20% em 2022 na comparação com 2021, cinco vezes o crescimento registrado entre as de sexo oposto (alta de 4%), segundo dados do Registro Civil divulgados pelo IBGE nesta quarta-feira (27). O levantamento considera apenas os casamentos civis registrados em cartório, e não as uniões estáveis. Participe do canal do g1 no WhatsAppConsulte os municípios mais casamenteiros e mais 'separadeiros'Veja quantos nascimentos, mortes, casamentos e separações foram registrados sua cidade Foram 11 mil registros de casamentos homoafetivos em 2022, maior valor desde 2013, quando uma resolução do Conselho Nacional de Justiça (CNJ) garantiu o direito à população LGBTQIA+ ao casamento civil. Essas uniões representaram 1,1% do total de casamentos registrados em 2022. Houve crescimento em todas as regiões do país. A maior alta forai registrada no Norte (32,8%), seguido de Sudeste (23,9%) e Sul (19,5%). ‍‍Os casais entre mulheres representam 60% do total dos homoafetivos (veja mais no gráfico acima). O número total de casamentos subiu 4% no país, de 932.502 para 970.041, ainda abaixo da média anual registrada antes da pandemia, de 1 milhão entre os anos de 2015 e 2019, e que vinha em queda até 2020 (veja gráfico abaixo). Segundo o IBGE, a taxa de nupcialidade fornece uma dimensão do número de registros de casamentos em relação à população de 15 anos ou mais. No Brasil, para cada mil habitantes nessa faixa etária, 5,9 pessoas, em média, uniram-se por meio do casamento civil em 2022. As Regiões Nordeste e Sul registraram as menores taxas (5,1 e 5,3, respectivamente), enquanto as Regiões Sudeste e Centro-Oeste, as maiores (6,5 e 6,7 casamentos por mil habitantes, respectivamente). Casais que realizaram casamento coletivo na 23ª Parada LGBT, em 2019 — Foto: Celso Tavares/G1 Divórcios crescem Divórcios crescem Já o número total de divórcios no país em 2022 — 420 mil — cresceu 8,6% em relação ao total contabilizado em 2021 (387 mil). Em média, os homens se divorciaram em idades mais avançadas do que as mulheres. Em 2022, na data do divórcio, os homens tinham em média, 44 anos, enquanto as mulheres, 41. Os divórcios também acontecem cada vez mais rápido: o tempo médio entre a data do casamento e a data do divórcio passou de cerca de 16 anos, em 2010, para 13,8 anos em 2022. Nos casos de divórcios judiciais em que o casal tem filhos menores de idade, há uma mudança gradativa em relação à divisão de guarda. Em 2014, em 85% dos divórcios judiciais, a guarda dos filhos ficava com a mulher. Em 2022, este índice caiu para 50,3%. Ao longo desses oito anos, a guarda compartilhada passou de 7,5% para 37,8% dos casos. Já os casos em que os homens ficam responsáveis após o divórcio vêm diminuindo. Em 2014, eram 5,5% dos casos, em 2014, 3,3%. Brasil tem primeira queda em mortes após pandemia",1,1.0
Uso da cloroquina não explica a situação da pandemia no Senegal. . post verificar selecionou e tirar contexto trecho entrevisto médico senegalês elogiar o cloroquina e omitir falir o sucesso combater pandemia senegal dever o distanciamento social máscara e fechamento fronteiro e o o hidroxicloroquina,0,0.0
“Maju ” choro livre” foi demitida da Globosta. Não empreguem esta comunista!”. “Oxi? Ainda não foi o suficiente o que o papai injetou ??? “Dinheiro pode ser o motivo da dispensar Maju Coutinho e Rodrigo Bocardi””.,0,0.0
Vice de Russomanno acha natural apoio de Bolsonaro e se afasta de Crivella . . o ex-presidente seção paulista oab ordem advogar brasil marco costa viçar horar o 13h setembro dia parir definir o chapar convenção candidatar o prefeito paulo pelar ptb horar passar o ocupar o viçar o chapar encabeçar pelar deputar federal celso russomanno republicano atual líder o pesquisar intenção votar n intervalar o ptb informar costa haver procurar pelar republicano parir formar umar aliançar o deixar o decisão o mão d pontar visto eleitoral somar forçar parir o possibilidade êxito o eleição o candidatar o viçar o viçar russomanno profundar respeitar pelar governar presidente jair bolsonaro — apoiar ptb e republicano o o ano considerar conservador e homem família característico ressaltar avaliar pelar presidente nacional ptb roberto jefferson comer petista e conservador conhecer pessoalmente e dever receber informação pessoa o informação incorretas costa umar pedrar o sapato gestão fernando haddad pt liderar o oab-sp basto parir o informação chegar o o roberto jefferson equivocar,1,0.0
"Bolsonaro se escondeu em embaixada da Hungria Ministros do Supremo Tribunal Federal fazem diferentes avaliações sobre o que buscava, verdadeiramente, o ex-presidente Jair Bolsonaro ao desembarcar e pernoitar por dois dias, em fevereiro, na Embaixada da Hungria. Alguns citam provocação à Corte, recibo do medo das investigações, ensaio de pedido de asilo. Mas ninguém vê crime. Por isso, a expectativa no STF é a de que, ao receber as explicações formais da defesa do ex-presidente, o ministro Alexandre de Moraes escolha não impor novas sanções judiciais a Bolsonaro. ""Dormir na embaixada não configura descumprimento de nenhuma das ordens judiciais que ele tem"", explicou um integrante do Supremo. Inicialmente, em nota, diante da revelação da estadia pelo The New York Times, a defesa de Bolsonaro afirmou, em nota, que ele se hospedou por duas noites na embaixada húngara para debater temas de interesse internacional sobre o Brasil. No STF, obviamente, a tese não colou e é tratada como ""risível"".",1,0.0
Coronavírus: LA diz que tem leitos e respiradores para 'poucas semanas' . . o angeles atingir o capacidade leito hospitalar semana considerar o aumentar casar coronavírus cidade alertar hoje o diretora serviço saudar christina ghaly o leito hospitalar tornar inadequado semana ghaly atualmente existir leito unidade terapia intensivo disponível município acordar apresentar o diretora expressar preocupação o o respirador disponível haver equipamento suficiente durar semana acordar o cnn pessoa o angeles infectar potencial infectar pessoa semana passar ghaly,1,0.0
"Venezuela e Rússia invadiram espaço aéreo brasileiro e EUA reagiu . Boato – A Venezuela e a Rússia invadiram o espaço aéreo brasileiro com aviões bombardeiros TU-160. Em reação, os EUA enviaram para o Brasil a sua 4ª tropa da Marinha.. invasão espaçar aéreo brasileiro provocação trump reagir o invasão espaçar aéreo brasileiro bombardeiro tu-160 russo “ emprestar ” venezuela provocação o unir e o o brasil o presidente russo vladimir putin o o ditador venezuelano nicolás madurar avaliar diplomata miguel gustavo paiva torre articulista diário episódio tratar o brasil “ vira-latas esquinar ” eua reagir imediatamente … o blefe putin durar o presidente eua donald trump enviar o costa brasileiro o 4ª frota composto navio interceptação e contra-bombardeiros avião russo retornar imediante o o país origem o brasil preso fácil incursão russo virtude investimento militar durante governo fhc lula e dilma tropa brasileiro o inquietação nítido apesar nicolás madurar pedir desculpar “ acidentar ” e michel temer calar … …",0,0.0
PT se alia a PSL em ao menos 4 cidades; rivais integram mais 85 coligações . . rival o eleição pt e psl n ano aliar o o candidatura pelar país d encabeçar o coligação chapar liderar pelar antigo legendar jair bolsonaro e umar pelar sigla ex-presidente lula pt o outro outro comer líder o chapar o levantamento pelar uol o parcial tse tribunal superior eleitoral o apoiar entrar pt e psl o amanhã parir registrar o candidatura juazeiro norte ce o legendar chegar o anunciar aliançar constar o tse o nordeste histórico reduto petista umar cidade interior maranhão 4.000 habitante umar chapar formar desafetos — e o único o registrar parir o pleito,1,0.0
Veja o que é ou sobre o desastre em Brumadinho. Mensagem sobre suposto ataque terrorista e vídeos fora de contexto têm viralizado nas redes sociais. Polícia Militar de Minas Gerais já fez alerta sobre boatos.. o drama resgatar vítima o rompimento barragem rejeito minério valer brumadinho região metropolitano belo horizonte sexta-feira série conteúdo falso e vídeo e imagem contexto começar o foto homem sujar lama abraçar bombeiro mineiro compartilhar o rede o dia comer tirar o desastre brumadinho o presidente repúblico jair bolsonaro compartilhar o imagem perfil o instagram,0,0.0
"Homem que menosprezava covid-19 morre da doença, e família suspende funeral . . o família john mcdaniel ano cancelar o funeral virtual iriar posts homem menosprezar o coronavírus viralizarem morrer decorrência covid-19 o informação site buzzfeednews março john redar social criticar o ordem isolamento social decretar ohio unir afirmar o coronavírus manobrar político o homem contrair o covid-19 e morrer abril morte posts antigo viralizaram e divulgar imprensar americano o distanciamento social limitar o pessoa funeral john o família d planejou transmitir o cerimônia despedir facebook decidir cancelar o transmissão proteger o legar john publicação maridar repercutir john declaração consciente gravidade covid-19 retirar declaração efeito d pandemia escrever liso esposar john comunicar",1,0.0
Vídeo mostra fogo no aeroporto de Dubai (Emirados Árabes Unidos) em 2020 . Boato – Vídeo mostra fogo se alastrando no aeroporto de Dubai (Emirados Árabes Unidos) durante incêndio ocorrido em 2020.. aeroporto dubai pego fogo hoje agostar avião pessoa pego fogo o o aterrissar aeroporto dubai vídeo fogo aeroporto dubai explodir o aeroporto dubai aeroporto mundo aeroporto dubai acabar incêndio gigantesco,0,0.0
"Avião da Batik Air no Aeroporto Internacional de Jacarta, de 2013 — Foto: Achmad Ibrahim/AP Um avião com 153 passageiros desviou da rota após os dois pilotos cochilarem por quase meia hora na Indonésia. O governo do país informou no sábado (9) que abriu uma investigação para apurar o ocorrido. Clique aqui para seguir o canal de notícias internacionais do g1 no WhatsApp O caso aconteceu no dia 25 de janeiro e envolveu um Airbus A320 da Batik Air. De acordo com uma investigação preliminar do Comitê Nacional de Segurança nos Transportes da Indonésia, naquele dia, os pilotos fizeram dois voos entre as cidades de Kendari e Jacarta. Durante o primeiro voo, com destino a Kendari, o copiloto disse ao colega que não havia descansado direito, pois tinha acordado várias vezes durante a noite para ajudar a mulher a cuidar de gêmeos recém-nascidos. O copiloto, então, foi autorizado a descansar e dormiu por cerca de 30 minutos. O voo pousou normalmente em Kendari. Por volta das 8h, pelo horário local, a tripulação fez o trajeto de volta, com destino a Jacarta. Neste voo, o piloto que tinha permanecido acordado na viagem anterior pediu para descansar. De acordo com as investigações, com cerca de 1h30 de voo, o copiloto, que estava no comando do avião, também dormiu. A torre de controle chegou a tentar entrar em contato com a aeronave várias vezes, mas não obteve resposta. Cerca de 28 minutos depois, o piloto que havia sido autorizado a descansar acordou e notou que o colega também havia dormido. O comandante percebeu que o avião já havia desviado da rota. Segundo o documento das autoridades da Indonésia, o piloto afirmou ao controle que o rádio tinha sofrido um problema de comunicação. Na sequência, o avião pousou normalmente. Ninguém ficou ferido. As autoridades da Indonésia enviaram recomendações à Batik Air para reforçar procedimentos de segurança. VÍDEOS: mais assistidos do g1 VÍDEOS: mais assistidos do g1",1,1.0
Homem é enterrado vivo para aumentar número de mortes por Covid-19 . Boato – Um homem foi enterrado vivo para inflar as estatísticas de mortes por Covid-19. A sorte do rapaz é que o coveiro o encontrou e o retirou do túmulo com vida.. enterrar viver – covid ze maria covid o pressa aumentar numeros n ze maria errar médico enterrar o rapaz vidar sortir o coveiro outro dia escutar gemer e voz clamar socorrer sobreviver o o colocar túmulo deixar o caixão presilha e haver pequeno buracar lateral loucura!!!a pressa aumentar estatístico covid-19 e sepultar n errar médico enterrar o rapaz vidar sortir coveiro outro dia escutar gemer e voz clamar socorrer sobreviver o colocar túmulo deixar o caixão presilha e tb haver pequeno buracar lateral sepultura,0,0.0
Russomanno culpa falta de verba e reafirma fidelidade a Bolsonaro . . turno campanha prefeito paulo o deputar celso russomanno republicano reafirmar pronunciamento fidelidade o o presidente jair bolsonaro o eximir culpar defender o adoção votar impresso brasil e atribuir derrotar verba campanha o campanha tostão o milhão afirmar o candidatar derrotar o gente recurso impulsionamento redar social claro o impulsionamento efeito questionar razão o investimento campanha o republicano dividir o verba candidatar brasil,1,0.0
"Bolsonaro exalta meio ambiente, mas omite cortes e aumento do desmatamento . . o presidente jair bolsonaro voltar o enaltecer internacionalmente o atual político gestão ambientar brasil omitir cortar verba tentativo flexibilização regrar ambientar e aumentar desmatamento governar vídeo gravar o cúpula biodiversidade onu organização nação unir exibir hoje bolsonaro falar soberania nacional e proteção ambiental e procurar mostrar quadrar avançar o temer o recordar queimar e desmatamento gestão governar adotando político proteção o o ambientar consciente duplo desafiar enfrentar afirmar o presidente o o citar o necessidade preservar o ambientar e enfrentar adversidade social complexo e ano governar o amazônia legal o devastar ano acordar o inpe instituto nacional pesquisar espacial 1º agostar o julho 9.762 km² vegetação nativo derrubar compreender",1,0.0
"É que Míriam Leitão recebe anistia e teve benefício de R$ 27 mil cortado. Mensagem falsa diz que a jornalista recebe indenização devida a anistiados políticos. Ministério da Mulher, Família e Direitos Humanos diz que Míriam não recebe benefício.. circular rede social texto o jornalista míriam leitão benefício r$ cortar 2,2 pessoa o mensagem mencionar o bolsar ditadura expressão o autor utilizar referência o indenizações garantir lei 10.559 prever reparação econômica o anistiados político prejudicar decisão arbitrário setembro e outubro procurar equipar fato fake o ministério mulher família e direito humano informar míriam leitão receber o benefício mensalmente condição anistiado o nome míriam lista beneficiar lei 10.559 o mensagem falso argumentar o fato o ministro mulher família e direito humano damares alves anunciar março o rejeição pedir indenização pessoa alegar perseguir ditadura militar brasil o nome míriam entanto n lista",0,0.0
"Cassada pelo TSE, 'Moro de saias' ganha sobrevida no Senado graças à crise do coronavírus . . cassar justiçar eleitoral dezembro o senador juiz selma podemos-mt morar sair ganhar sobrevida cargo e continuar receber salário e benefício função o situação arrastar apurar o broadcast político notícia real o decisão tribunal superior eleitoral tse o senado o ritmar afastamento parlamentar fevereiro d ano o crise coronavírus interferir agendar casar e adiar eleição o vagar matar grosso deixar selma cadeira o mesa diretora senado avaliar discutir o cassação semana o senador ganhar o apelidar morar sair juiz matar grosso eleito e exercer o mandatar o o longo ano cassar prático caixa e abusar econômico campanha admitir realizar gastar alegar o declarar despesa período",1,0.0
"A QUE PONTO CHEGAMOS: Defensoria Pública da União (DPU) promove projeto do PSOL que legaliza “profissão de ladrão”. Infelizmente, os valores estão sendo mais invertidos a cada dia que passa. Nunca foi tão fácil escolher um lado. Assista: Deputada do PSOL quer regulamentar a profissão de LADRÃO! E a DPU apoia! A DPU Defensoria Pública da União. O partido psol promove projeto para que ladrão é profissão.",0,0.0
"A “Barbie aborto” foi criada por um artista para ironizar uma política norte-americana. “Lançamento da Barbie aborto”, afirmam publicações que somam mais de 4,5 mil interações nas redes sociais desde o último dia 2 de fevereiro, acompanhadas de duas imagens que provariam a existência da boneca com esse tema. Contudo, trata-se de um projeto criado por um artista para ironizar uma política norte-americana em 2014. A Mattel, fabricante da Barbie, desmentiu ter algum tipo de participação na criação do brinquedo.Envie-nos por WhatsApp Email. “ normal menino incentivar o matar bebês perceber o tamanho abismar ” continuar postagens compartilhar 2,3 facebook imagem mostrar boneca barbie aparentemente grávido aolado beber e tesourar brinquedo parecer caixa exterior conter o seguinte texto “ abortion barbie ” “ barbie abortar ” português conteúdo circular instagram e twitter afirmação similar inglês e espanhol registrar mostrar o supor brinquedo prateleiro juntar boneca",0,0.0
"Deputado Arthur Lira presidente da câmara dos deputados, acalmando o deputado Daniel Silveira, sobre ele usar a tornozeleira eletronica que Xandão o obrigou a continuar usando, para não voltar pra cadeia. LEIAM, REVOLTEM-SE, E VEJAM O MAR DE LAMA DIS NOSSOS POLÍTICOS, E CONTRA QUEM BOLSONARO LUTA ! “VAI DAR MERDA! PALAVRAS DO DEP. ARTUR LIRA…… PARA O DEPUTADO DANIEL SILVEIRA, QUE VAZARAM : “Daniel, você sabe que 80% dos nossos deputados e senadores são criminosos com inúmeras passagens pela polícia e dezenas de crimes nas costas, como roubo, furto, extorsão, latrocínio, tráfico de drogas, formação de quadrilha, estupro, etc. Você sabe que no Brasil ladrão pequeno rouba celular na esquina, ladrão médio rouba banco e joalheria, mas ladrão profissional entra para a política e vem para Brasília. Pois então, entenda que o STF é nosso cúmplice! A gente não coloca esses caras no Supremo para cuidar da Constituição, claro que não! A gente coloca eles lá para que protejam nossos esquemas sujos espalhados pelo Brasil. Muitos governadores e prefeitos também estão no esquema, você viu o que aconteceu na pandemia. Olha, somos como uma grande família! Como diria Darwin, somos os mais fortes e os mais espertos, somos os mais adaptados ao jogo do poder. Somos fortes porque jogamos no lixo qualquer ideia de honra, dignidade ou consciência moral. Somos frios e colocamos nossos interesses acima de tudo. O resto, os pobres e a classe média, só existem para puxar a carruagem. São os burros de carga que sustentam nossa vida de vícios, luxúria e prazeres. São os escravos modernos, os escravos que não precisam mais de chicotes e correntes porque foram levados a acreditar que são livres. São tão estúpidos que acreditam até mesmo em democracia. Acham que podem escolher seus representantes e que estes defenderão seus direitos. Pois isso jamais acontecerá! Nós oferecemos sempre, três ou quatro candidatos, apenas para criar a ilusão da escolha, mas todos sempre estarão no nosso bolso e trabalharão para nós. Por que você acha que todos nós odiamos o Bolsonaro? Senado, Câmara, Supremo, mídia, mercado, estatais, igreja, universidades, intelectuais, artistas, professores, etc.? Porque ele sonha em mudar tudo isso. Quer libertar o povo. Mas jamais deixaremos! Somos o topo da cadeia alimentar e não existe lagosta para todo mundo. Só poderemos desfrutar uma vida de verdadeiro luxo, sem nunca precisar trabalhar para isso, se a população permanecer na merda. Afinal, alguém tem que pagar a conta. Para nós tanto faz se o Brasil for governado pelo falso capitalismo ou pelo falso comunismo, no final nós sempre ganhamos. Como dizem, o poder é como o violino, segura com a esquerda e toca com a direita. Então, não faz marola, Daniel. Coloca a tornozeleira e baixa a tua bola que o resto nós resolvemos.” DIVULGUEM ISTO FORTE, NENHUM DESSES VAI SEGUIR SOLTO, NUM REGIME MILITAR !!!",0,0.0
Pressão da ala militar do governo foi decisiva para restringir uso de aviões da FAB por autoridades. 06/03/2020 09h26 . o pressão alar militar governar decisivo restringir o avião forçar aéreo brasileiro ministrar e autoridade d o gota d’água o viagem secretário-executivo casar civil vicente santini o suíço e índio gerar contrariedade cúpula militar governar condição ministrar exercício santini viajar avião fab e polêmica acabar demitir cargo o presidente jair bolsonaro chegar o reconhecer o episódio ilegal classificar imoral decretar permitir o deslocamento aeronave fab substituto autoridade autoridade ocupar o cargo interino palavra auxiliar planalto regrar criar justamente repercussão negativar casar santini hoje autoridade militar pressionar endurecimento regrar o mudança acontecer governar fernando henrique cardoso e haver restrição governar dilma rousseff,1,0.0
"Reação do Diretor da Pfizer, JORDAN TRISHTON WALKER, depois que descobriu que ele estava sendo filmado pelo Projeto Veritas. Walker admitiu que a Pfizer controla as agências de saúde dos EUA (como se não soubéssemos), e que claro isso é ruim para o cidadão comum, mad muito bom para os negócios das indústrias farmacêuticas. Jordan Tristan Walker, Diretor de Pesquisa e Desenvolvimento – Operações Estratégicas e Planejamento Científico de mRNA da Pfizer, confessou que a Pfizer controla as agências de saúde dos EUA e que empresa vem manipulando intencionalmente o vírus para criar novas vacinas. Walker supostamente não tem presença pública na mídia social ou pegada digital. De acordo com o comentarista do Twitter Ian Miles Cheong, o único perfil do LinkedIn conectado a Walker também foi excluído. Mesmo em meio à tudo isso, PRISÃO por até 8 anos para quem duvidar de vacinas tramita no Congresso brasileiro.",0,0.0
SP: Secretário critica interior por flexibilizar e 'banalizar' isolamento . . jean gorinchteyn anunciar anteontem secretário saudar paulo hoje o interiorização pandemia coronavírus cidade interior flexibilizar medir isolamento social gorinchteyn infectologista hospital emílio riba afirmar haver banalização d ações o realmente município paulo município aumentar o casar prever o secretário entrevistar cnn brasil prever assumir compromisso político e social médico sinalizar o banalização medir cidade interior paulo vestir grosso o o acontecer principalmente município paulo acrescentar gorinchteyn o secretário anunciar governador joão doria psdb-sp defender o interiorização epidemiar acontecer o capital manter medir isolamento social o processar o semana,1,0.0
. . o presidente jair bolsonaro mentir suar live hoje o o afirmar o máscara reduzir o oxigenação repetir boatar vir espalhar o início pandemia covid-19 o máscara impedir o trocar gás respiração ocorrer normalmente e o d umar principal medir prevenção disseminação coronavírus bolsonaro afirmar infectar pelar coronavírus vacinar o covid-19 deixar máscara o verdade e o recomendação especialista saudar o presidente declaração falso parir atacar medir tomar pelar ministrar edson fachin stf supremo tribunal federal e pelar cidade araraquara sp durante o pandemia o o uol conferir checar,0,0.0
"É mensagem atribuída a Robert F. Kennedy Jr. sobre efeitos irreversíveis causados por vacinas contra Covid-19. Ele nega ter escrito tal texto. Além disso, especialistas refutam totalmente a teoria disseminada. Várias informações falsas já checadas têm sido espalhadas junto com o boato.. circular rede social cartar atribuir o robert f. kennedy jr o afirmação vacinar o coronavírus gerar geneticamente modificar e causar efeito irreversível o cartar mensagem robert f. kennedy jr paciente gostar chamar atenção urgência importante relacionar vacinação covid-19 história vacinação chamar vacinar mrna geração intervir diretamente material genético paciente e alterar o material genético individual o mensagem falir paciente citar autor o advogar e ambientalista robert f. kennedy jr o assessoria children s health defensar instituição dirigir negar escrever o texto o senhor kennedy médico terapeuta definitivamente d o texto entrar contato conosco",0,0.0
"Manicure recebe 2 parcelas do auxílio, mas app falha e não libera terceira . . o manicure hayandra chagar contar conseguir pagar contar o o mercar causar problema aplicativo caixa profissional desempregar e autônomos acessar o fgts fundir garantir serviço e o auxílio emergencial durante o pandemia coronavírus conseguir acessar normalmente parcelar auxílio o dificuldade 1º julho entrar aplicativo surgir o mensagem haver errar verificar saldar o impedir operação r$ hayandra morar guarujá sp ligar o caixa pedir o aplicativo obter sucesso agência semana passar o manicure haver aglomeração filar e conseguir resolver conseguir pagar comprar mercar o qr code caixa ler relatar o seguir",1,0.0
